DATE,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
1998-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-10-11,1.57733,0.697291,115.0,,139.0,210.0,,26.0,490.0,304.0,70272.0
1998-10-18,1.3088,0.784777,133.0,,174.0,262.0,,36.0,605.0,328.0,77092.0
1998-10-25,1.41744,0.902906,217.0,,225.0,287.0,,54.0,783.0,350.0,86720.0
1998-11-01,1.18272,1.13792,278.0,,226.0,530.0,,52.0,1086.0,377.0,95437.0
1998-11-08,2.33432,1.01551,298.0,,262.0,414.0,,60.0,1034.0,388.0,101821.0
1998-11-15,1.81577,1.0009,258.0,,292.0,402.0,,70.0,1022.0,400.0,102108.0
1998-11-22,2.17975,1.13895,355.0,,281.0,478.0,,64.0,1178.0,372.0,103429.0
1998-11-29,2.1124,1.44938,291.0,,322.0,512.0,,83.0,1208.0,403.0,83346.0
1998-12-06,2.04854,1.13908,319.0,,310.0,453.0,,94.0,1176.0,392.0,103241.0
1998-12-13,1.93248,1.16023,353.0,,303.0,461.0,,85.0,1202.0,399.0,103600.0
1998-12-20,1.90468,1.17127,312.0,,320.0,426.0,,83.0,1141.0,396.0,97416.0
1998-12-27,2.55983,1.49061,335.0,,296.0,359.0,,74.0,1064.0,384.0,71380.0
1999-01-03,3.99108,1.84288,418.0,,466.0,377.0,,162.0,1423.0,382.0,77216.0
1999-01-10,3.08581,1.8239,439.0,,659.0,548.0,,134.0,1780.0,396.0,97593.0
1999-01-17,4.16383,2.54354,431.0,,962.0,874.0,,140.0,2407.0,396.0,94632.0
1999-01-24,5.58049,3.61581,801.0,,1168.0,1689.0,,206.0,3864.0,399.0,106864.0
1999-01-31,5.25328,4.07912,755.0,,1419.0,2185.0,,186.0,4545.0,397.0,111421.0
1999-02-07,6.74667,5.0776,970.0,,1562.0,2919.0,,219.0,5670.0,397.0,111667.0
1999-02-14,7.57188,5.04884,1029.0,,1591.0,2911.0,,237.0,5768.0,379.0,114244.0
1999-02-21,6.87287,4.69331,822.0,,1599.0,2275.0,,224.0,4920.0,376.0,104830.0
1999-02-28,6.35098,4.23423,800.0,,1520.0,1932.0,,234.0,4486.0,352.0,105946.0
1999-03-07,5.41099,4.02363,769.0,,1357.0,1543.0,,241.0,3910.0,359.0,97176.0
1999-03-14,4.55008,2.99348,539.0,,1041.0,1140.0,,202.0,2922.0,351.0,97612.0
1999-03-21,3.85915,2.37759,458.0,,704.0,778.0,,130.0,2070.0,339.0,87063.0
1999-03-28,2.99601,2.01715,378.0,,548.0,641.0,,129.0,1696.0,321.0,84079.0
1999-04-04,1.97814,1.37688,243.0,,382.0,397.0,,69.0,1091.0,313.0,79237.0
1999-04-11,1.16887,0.88283,127.0,,202.0,265.0,,38.0,632.0,277.0,71588.0
1999-04-18,1.09302,0.613811,102.0,,102.0,175.0,,17.0,396.0,268.0,64515.0
1999-04-25,0.633169,0.42177,59.0,,66.0,133.0,,13.0,271.0,258.0,64253.0
1999-05-02,0.639561,0.615513,111.0,,118.0,150.0,,20.0,399.0,255.0,64824.0
1999-05-09,1.55531,0.302287,35.0,,50.0,84.0,,11.0,180.0,237.0,59546.0
1999-05-16,0.80802,0.522623,102.0,,88.0,86.0,,16.0,292.0,227.0,55872.0
1999-05-23,1.33997,0.529526,100.0,,68.0,100.0,,15.0,283.0,222.0,53444.0
1999-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-10-10,0.831219,0.977255,264.0,,228.0,273.0,,26.0,791.0,316.0,80941.0
1999-10-17,1.40445,1.06706,292.0,,297.0,351.0,,57.0,997.0,361.0,93434.0
1999-10-24,1.31721,0.942688,346.0,,293.0,371.0,,57.0,1067.0,386.0,113187.0
1999-10-31,1.38161,1.01621,371.0,,289.0,367.0,,62.0,1089.0,355.0,107163.0
1999-11-07,1.41607,1.19439,438.0,,434.0,607.0,,91.0,1570.0,449.0,131448.0
1999-11-14,1.48438,1.24149,473.0,,461.0,535.0,,101.0,1570.0,456.0,126461.0
1999-11-21,1.52614,1.28568,443.0,,544.0,622.0,,92.0,1701.0,459.0,132304.0
1999-11-28,1.85336,1.69132,483.0,,714.0,504.0,,132.0,1833.0,455.0,108377.0
1999-12-05,2.32907,1.73731,518.0,,994.0,835.0,,137.0,2484.0,469.0,142980.0
1999-12-12,2.70254,2.33715,643.0,,1316.0,1124.0,,181.0,3264.0,480.0,139657.0
1999-12-19,3.50454,2.93022,828.0,,1676.0,1405.0,,299.0,4208.0,475.0,143607.0
1999-12-26,5.40799,4.41985,1130.0,,2189.0,1399.0,,450.0,5168.0,472.0,116927.0
2000-01-02,7.04228,5.64698,1339.0,,3146.0,1697.0,,664.0,6846.0,471.0,121233.0
2000-01-09,6.76846,5.15025,1314.0,,3250.0,2043.0,,665.0,7272.0,482.0,141197.0
2000-01-16,5.52808,3.90316,1011.0,,2251.0,1746.0,,462.0,5470.0,467.0,140143.0
2000-01-23,3.80508,2.91178,851.0,,1357.0,1334.0,,315.0,3857.0,450.0,132462.0
2000-01-30,3.41177,2.1567,722.0,,962.0,1048.0,,169.0,2901.0,433.0,134511.0
2000-02-06,2.4,1.81295,633.0,,786.0,914.0,,145.0,2478.0,441.0,136683.0
2000-02-13,1.8912,1.6166,599.0,,646.0,862.0,,116.0,2223.0,437.0,137511.0
2000-02-20,1.35503,1.26702,539.0,,447.0,610.0,,72.0,1668.0,413.0,131648.0
2000-02-27,1.33212,1.14107,452.0,,328.0,481.0,,64.0,1325.0,382.0,116119.0
2000-03-05,1.49127,1.23509,499.0,,360.0,477.0,,49.0,1385.0,370.0,112138.0
2000-03-12,1.26826,1.01933,381.0,,256.0,394.0,,57.0,1088.0,363.0,106737.0
2000-03-19,1.05854,0.926459,342.0,,206.0,342.0,,44.0,934.0,338.0,100814.0
2000-03-26,0.92201,0.911006,305.0,,229.0,346.0,,37.0,917.0,326.0,100658.0
2000-04-02,0.892334,0.823722,282.0,,206.0,320.0,,29.0,837.0,320.0,101612.0
2000-04-09,0.929201,0.725443,186.0,,171.0,286.0,,23.0,666.0,295.0,91806.0
2000-04-16,0.655592,0.579775,178.0,,127.0,196.0,,21.0,522.0,289.0,90035.0
2000-04-23,0.607002,0.451177,107.0,,96.0,120.0,,24.0,347.0,280.0,76910.0
2000-04-30,0.600003,0.438685,112.0,,80.0,141.0,,14.0,347.0,274.0,79100.0
2000-05-07,0.547247,0.440517,93.0,,77.0,147.0,,7.0,324.0,257.0,73550.0
2000-05-14,0.476417,0.351667,67.0,,77.0,85.0,,10.0,239.0,248.0,67962.0
2000-05-21,0.445917,0.36646,79.0,,64.0,65.0,,11.0,219.0,233.0,59761.0
2000-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-10-08,1.04113,1.22865,206.0,,322.0,443.0,,70.0,1041.0,337.0,84727.0
2000-10-15,1.2871,1.05545,270.0,,389.0,489.0,,86.0,1234.0,451.0,116917.0
2000-10-22,1.28299,1.15984,390.0,,458.0,617.0,,96.0,1561.0,487.0,134587.0
2000-10-29,1.34081,1.22688,411.0,,564.0,683.0,,123.0,1781.0,507.0,145165.0
2000-11-05,1.0555,1.24107,465.0,,564.0,703.0,,138.0,1870.0,526.0,150676.0
2000-11-12,1.14136,1.4316,564.0,,635.0,849.0,,181.0,2229.0,545.0,155700.0
2000-11-19,1.44111,1.49427,572.0,,736.0,979.0,,162.0,2449.0,571.0,163893.0
2000-11-26,1.95735,1.84268,704.0,,646.0,913.0,,154.0,2417.0,569.0,131168.0
2000-12-03,1.61928,1.59762,673.0,,900.0,1085.0,,196.0,2854.0,581.0,178641.0
2000-12-10,1.7844,1.73473,710.0,,916.0,1232.0,,239.0,3097.0,595.0,178529.0
2000-12-17,2.34423,2.04538,677.0,,1077.0,1455.0,,185.0,3394.0,600.0,165935.0
2000-12-24,2.69528,2.41051,767.0,,1052.0,1337.0,,205.0,3361.0,585.0,139431.0
2000-12-31,3.8618,3.38334,1059.0,,1496.0,1335.0,,262.0,4152.0,587.0,122719.0
2001-01-07,3.505,3.2288,1049.0,,1855.0,1571.0,,321.0,4796.0,591.0,148538.0
2001-01-14,3.43804,3.11951,1081.0,,1722.0,2423.0,,318.0,5544.0,611.0,177720.0
2001-01-21,4.3928,3.80424,1395.0,,1806.0,3223.0,,293.0,6717.0,617.0,176566.0
2001-01-28,4.21339,4.18681,1542.0,,1991.0,4057.0,,318.0,7908.0,626.0,188879.0
2001-02-04,4.35364,3.9865,1329.0,,1958.0,3705.0,,295.0,7287.0,578.0,182792.0
2001-02-11,3.69969,3.60607,1370.0,,1731.0,3017.0,,358.0,6476.0,566.0,179586.0
2001-02-18,2.81921,2.81015,1059.0,,1393.0,2126.0,,254.0,4832.0,566.0,171948.0
2001-02-25,2.55294,2.41561,834.0,,1278.0,1566.0,,245.0,3923.0,540.0,162402.0
2001-03-04,1.90167,1.73272,683.0,,752.0,1008.0,,163.0,2606.0,511.0,150399.0
2001-03-11,1.68033,1.64319,622.0,,854.0,934.0,,152.0,2562.0,510.0,155916.0
2001-03-18,1.6254,1.35803,524.0,,522.0,762.0,,135.0,1943.0,472.0,143075.0
2001-03-25,1.45957,1.39027,485.0,,507.0,751.0,,136.0,1879.0,460.0,135154.0
2001-04-01,1.32376,1.2237,465.0,,419.0,575.0,,131.0,1590.0,442.0,129934.0
2001-04-08,0.920073,1.11908,288.0,,421.0,421.0,,126.0,1256.0,371.0,112235.0
2001-04-15,0.779257,0.938967,219.0,,305.0,344.0,,82.0,950.0,349.0,101175.0
2001-04-22,0.991303,0.944308,234.0,,344.0,331.0,,88.0,997.0,342.0,105580.0
2001-04-29,0.82693,0.742603,198.0,,253.0,274.0,,46.0,771.0,334.0,103824.0
2001-05-06,0.588952,0.735456,173.0,,225.0,265.0,,71.0,734.0,322.0,99802.0
2001-05-13,0.605586,0.725155,165.0,,196.0,250.0,,60.0,671.0,293.0,92532.0
2001-05-20,0.49434,0.670346,94.0,,159.0,179.0,,38.0,470.0,262.0,70113.0
2001-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-07,1.41046,0.997404,429.0,,372.0,485.0,,82.0,1368.0,607.0,137156.0
2001-10-14,1.77019,1.09692,479.0,,526.0,628.0,,114.0,1747.0,646.0,159264.0
2001-10-21,1.61904,1.1679,562.0,,560.0,697.0,,113.0,1932.0,690.0,165425.0
2001-10-28,1.77065,1.26256,567.0,,643.0,876.0,,118.0,2204.0,710.0,174566.0
2001-11-04,1.93891,1.30014,655.0,,665.0,883.0,,168.0,2371.0,746.0,182365.0
2001-11-11,1.63439,1.21838,626.0,,687.0,865.0,,149.0,2327.0,758.0,190992.0
2001-11-18,1.90363,1.33993,693.0,,811.0,862.0,,142.0,2508.0,770.0,187174.0
2001-11-25,1.80556,1.47679,602.0,,698.0,643.0,,147.0,2090.0,764.0,141523.0
2001-12-02,1.75506,1.41042,638.0,,877.0,866.0,,185.0,2566.0,728.0,181932.0
2001-12-09,1.53023,1.26322,602.0,,676.0,848.0,,149.0,2275.0,762.0,180095.0
2001-12-16,1.46161,1.26864,666.0,,570.0,780.0,,153.0,2169.0,756.0,170971.0
2001-12-23,1.96048,1.53452,707.0,,684.0,725.0,,162.0,2278.0,696.0,148450.0
2001-12-30,2.20435,2.12774,719.0,,718.0,656.0,,172.0,2265.0,691.0,106451.0
2002-01-06,,,,,,,,,,,
2002-01-13,2.1348,1.94142,785.0,,808.0,752.0,,223.0,2568.0,728.0,132274.0
2002-01-20,1.89441,1.67397,837.0,,869.0,969.0,,200.0,2875.0,742.0,171747.0
2002-01-27,2.83109,2.06831,1067.0,,948.0,1533.0,,195.0,3743.0,749.0,180969.0
2002-02-03,3.30481,2.87301,1460.0,,1156.0,2004.0,,177.0,4797.0,728.0,166968.0
2002-02-10,3.61063,2.94909,1556.0,,1415.0,2351.0,,235.0,5557.0,729.0,188431.0
2002-02-17,3.42799,2.92857,1542.0,,1478.0,2330.0,,274.0,5624.0,728.0,192039.0
2002-02-24,3.76715,3.16382,1557.0,,1573.0,2436.0,,358.0,5924.0,712.0,187242.0
2002-03-03,3.60018,3.12121,1509.0,,1544.0,2359.0,,348.0,5760.0,708.0,184544.0
2002-03-10,3.20024,2.73515,1208.0,,1529.0,1997.0,,370.0,5104.0,707.0,186608.0
2002-03-17,2.92633,2.15302,848.0,,1007.0,1558.0,,218.0,3631.0,674.0,168647.0
2002-03-24,2.85857,1.92136,731.0,,832.0,1252.0,,162.0,2977.0,652.0,154942.0
2002-03-31,2.34745,1.62731,567.0,,607.0,1092.0,,151.0,2417.0,617.0,148527.0
2002-04-07,2.23498,1.46179,547.0,,488.0,913.0,,131.0,2079.0,582.0,142223.0
2002-04-14,1.99355,1.1937,397.0,,449.0,692.0,,117.0,1655.0,575.0,138645.0
2002-04-21,1.37168,0.895415,327.0,,292.0,467.0,,83.0,1169.0,551.0,130554.0
2002-04-28,1.27033,0.817901,247.0,,262.0,442.0,,67.0,1018.0,523.0,124465.0
2002-05-05,0.999331,0.705896,235.0,,155.0,389.0,,51.0,830.0,504.0,117581.0
2002-05-12,1.172,0.611215,209.0,,147.0,269.0,,47.0,672.0,475.0,109945.0
2002-05-19,1.03472,0.630622,169.0,,156.0,302.0,,46.0,673.0,458.0,106720.0
2002-05-26,0.703599,0.573579,159.0,,142.0,236.0,,39.0,576.0,449.0,100422.0
2002-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-10-13,1.22262,1.16668,582.0,,524.0,805.0,,149.0,2060.0,754.0,176569.0
2002-10-20,1.33344,1.2165,683.0,,585.0,872.0,,127.0,2267.0,785.0,186355.0
2002-10-27,1.31929,1.13057,642.0,,543.0,878.0,,113.0,2176.0,831.0,192469.0
2002-11-03,1.49484,1.25246,728.0,,672.0,1045.0,,154.0,2599.0,863.0,207512.0
2002-11-10,1.47195,1.30237,823.0,,741.0,1189.0,,154.0,2907.0,909.0,223208.0
2002-11-17,1.58094,1.40551,887.0,,886.0,1272.0,,180.0,3225.0,930.0,229454.0
2002-11-24,1.49426,1.38437,851.0,,898.0,1173.0,,175.0,3097.0,923.0,223712.0
2002-12-01,1.40569,1.32563,802.0,,817.0,1166.0,,182.0,2967.0,922.0,223818.0
2002-12-08,1.6141,1.43475,834.0,,711.0,978.0,,186.0,2709.0,918.0,188814.0
2002-12-15,1.45967,1.25433,857.0,,869.0,1117.0,,206.0,3049.0,937.0,243078.0
2002-12-22,1.59896,1.25757,804.0,,792.0,1179.0,,182.0,2957.0,928.0,235136.0
2002-12-29,2.16697,1.58017,951.0,,849.0,1404.0,,212.0,3416.0,908.0,216179.0
2003-01-05,2.57842,1.98008,915.0,,828.0,937.0,,177.0,2857.0,865.0,144287.0
2003-01-12,2.38636,1.90428,1028.0,,962.0,1019.0,,251.0,3260.0,879.0,171193.0
2003-01-19,1.73621,1.5901,1068.0,,1091.0,1296.0,,274.0,3729.0,926.0,234513.0
